province,district,win_party,turnout,election_day,early_voting,index,더불어민주당_vote,더불어민주당_early_voting,더불어민주당_election_day,미래통합당_vote,미래통합당_early_voting,미래통합당_election_day,vote(더불어민주당 - 미래통합당),early_voting(더불어민주당 - 미래통합당),election_day(더불어민주당 - 미래통합당)
Daegu,달서구갑,미래통합당,0.6643,0.4497,0.2129,76,0.26882445256627663,0.3348240710292667,0.23378115473582622,0.5761351547770768,0.5171982900361723,0.595275662923758,-0.30731070221080015,-0.18237421900690565,-0.3614945081879318
Daegu,달서구병,미래통합당,0.6423,0.4159,0.2241,75,0.27615892466989644,0.34615253718136335,0.23418840422845186,0.5579462334948229,0.5157744273899874,0.5716166973337663,-0.2817873088249264,-0.169621890208624,-0.3374282931053144
Daegu,달서구을,미래통합당,0.6901,0.4808,0.2069,77,0.2806594261350542,0.34690244195837844,0.24933798194403264,0.6536788430513943,0.590087814266811,0.674379134417782,-0.37301941691634016,-0.24318537230843257,-0.4250411524737493
Daegu,달성군,미래통합당,0.642,0.4439,0.1957,78,0.2701950916339493,0.3364490627952071,0.23782408660351828,0.6733920477800179,0.6095808680952618,0.6933369418132611,-0.40319695614606865,-0.2731318053000547,-0.45551285520974283
Daegu,동구갑,미래통합당,0.6613,0.3871,0.2717,68,0.2662540226625402,0.31736042434594985,0.22624218116830488,0.6959545269595453,0.6472474452336,0.7207040585191496,-0.42970050429700507,-0.32988702088765015,-0.4944618773508448
Daegu,동구을,미래통합당,0.6508,0.4504,0.1976,69,0.30542694772772666,0.36972882570780075,0.27220789270054163,0.6033462243767816,0.5505913272010512,0.6164818158369874,-0.297919276649055,-0.18086250149325045,-0.3442739231364457
Daegu,북구갑,미래통합당,0.6726,0.4147,0.2548,71,0.2579226843918881,0.31381855229480904,0.21932912154031287,0.49820174364961306,0.45955818403200555,0.5156287605294826,-0.24027905925772497,-0.1457396317371965,-0.2962996389891697
Daegu,북구을,미래통합당,0.669,0.4568,0.21,72,0.33548995525923325,0.40709322053594255,0.2971062583615123,0.616852355469778,0.5470053687219653,0.6387194640204784,-0.28136240021054476,-0.1399121481860227,-0.34161320565896613
Daegu,서구,미래통합당,0.6361,0.4014,0.2331,70,0.178084828347701,0.22489715910659563,0.14829710087559575,0.6743924552002188,0.6298003920377682,0.6907072850198711,-0.49630762685251784,-0.40490323293117253,-0.5424101841442753
Daegu,수성구갑,미래통합당,0.7491,0.4451,0.3018,73,0.3929931751706207,0.4544589275343615,0.3479161694834357,0.5981020474488138,0.5383299993547138,0.6337404812010501,-0.20510887227819308,-0.0838710718203523,-0.2858243117176144
Daegu,수성구을,무소속,0.7006,0.4225,0.276,74,0.25132104528610616,0.31171175566560144,0.20873709794514061,0.357716925742336,0.3276413046129827,0.37295224266910765,-0.10639588045622983,-0.015929548947381245,-0.16421514472396703
Daegu,중구남구,미래통합당,0.6462,0.3878,0.2561,67,0.31011067576216417,0.37342258096269315,0.26375867331888314,0.6749036074991024,0.6134068313810415,0.7062422244738293,-0.3647929317369382,-0.2399842504183483,-0.4424835511549462
Daejeon,대덕구,더불어민주당,0.645,0.3871,0.2555,106,0.49395667046750286,0.5588281495444549,0.44583660510054285,0.4624961127811755,0.40182218033301914,0.4971663650950804,0.031460557686327384,0.15700596921143578,-0.05132975999453754
Daejeon,동구,더불어민주당,0.6282,0.3568,0.269,102,0.5101540150355931,0.5761820686443802,0.45403162855242996,0.47563369037322867,0.41207970353698997,0.5171586342478822,0.03452032466236443,0.16410236510739018,-0.06312700569545227
Daejeon,서구갑,더불어민주당,0.64,0.3871,0.2504,101,0.5558867141162515,0.621062003902476,0.5071747738583936,0.4279359430604982,0.3642752950537064,0.4641261307080321,0.12795077105575325,0.2567867088487696,0.0430486431503615
Daejeon,서구을,더불어민주당,0.6605,0.382,0.2764,100,0.5750300901076738,0.6402050644710269,0.5197863929537416,0.4077616212875313,0.34625990368183934,0.44667452666620433,0.1672684688201425,0.29394516078918753,0.0731118662875373
Daejeon,유성구갑,더불어민주당,0.6666,0.3996,0.2647,104,0.5652798728036202,0.6317058778253842,0.5153201937306605,0.4034815932161931,0.3396618518613541,0.4414099286963541,0.16179827958742715,0.2920440259640301,0.07391026503430642
Daejeon,유성구을,더불어민주당,0.7221,0.407,0.3128,105,0.5585556582513787,0.6265210309475903,0.5007659481343691,0.3700061271328134,0.3048050205997892,0.4156180471969946,0.18854953111856526,0.32171601034780106,0.08514790093737457
Daejeon,중구,더불어민주당,0.6483,0.3781,0.2678,103,0.5030804248861912,0.5713027361312463,0.44840428947537403,0.4817754172989378,0.41640210669260275,0.5216335966095165,0.0213050075872534,0.15490062943864352,-0.07322930713414244
Busan,금정구,미래통합당,0.6855,0.4116,0.2707,62,0.4041427817830139,0.47772197884389356,0.35036715813819025,0.5419236855987339,0.4725754176015956,0.5813934663197456,-0.13778090381572006,0.005146561242297953,-0.2310263081815554
Busan,기장군,미래통합당,0.6464,0.4419,0.2015,66,0.4441883207599888,0.5087221246871615,0.4106486941870261,0.4963444165036789,0.43849688095327033,0.5174726200505476,-0.05215609574369007,0.07022524373389116,-0.10682392586352152
Busan,남구갑,미래통합당,0.6869,0.4058,0.2774,55,0.42534611809598355,0.4942681709567164,0.3726039727512632,0.535749229489751,0.4693142978131333,0.5753329378311478,-0.11040311139376746,0.024953873143583105,-0.20272896507988458
Busan,남구을,더불어민주당,0.7154,0.4331,0.278,54,0.505012562195182,0.5795598680872653,0.4513651534038361,0.487400857185083,0.4133371385083714,0.5299167638425348,0.017611705010098955,0.16622272957889395,-0.07855161043869874
Busan,동래구,미래통합당,0.6853,0.4328,0.2491,53,0.42789877144887806,0.5103374938986124,0.3753849516202738,0.5185932581988019,0.43971829021686076,0.5582940931036539,-0.09069448674992381,0.07061920368175162,-0.18290914148338006
Busan,부산진구갑,미래통합당,0.6913,0.4185,0.2696,52,0.4502284382284382,0.5260430348912187,0.3961453492801097,0.48519347319347317,0.41828863468105937,0.5233488230364897,-0.03496503496503495,0.10775440021015936,-0.12720347375637997
Busan,부산진구을,미래통합당,0.6481,0.3912,0.2542,51,0.43705765643045397,0.5105464041783849,0.38258039569504415,0.5503469651652897,0.4781538770590599,0.5882580395695044,-0.11328930873483573,0.032392527119325054,-0.20567764387446025
Busan,북구강서구갑,더불어민주당,0.6852,0.4142,0.2684,56,0.5058753918658002,0.5632393807066296,0.46374295876516736,0.48575788402848424,0.43077940981871116,0.5169585269141097,0.020117507837315973,0.13245997088791844,-0.05321556814894235
Busan,북구강서구을,미래통합당,0.6956,0.4678,0.2249,57,0.43200678666475106,0.5111548556430446,0.39033558399677515,0.5203155251797577,0.4467022267377868,0.5512445832913433,-0.08830873851500659,0.06445262890525782,-0.16090899929456814
Busan,사상구,미래통합당,0.6736,0.4113,0.2593,65,0.46540771993663443,0.5100258534698614,0.43121733394225403,0.5203585488652226,0.47932740264234674,0.5400999644796265,-0.05495082892858816,0.030698450827514656,-0.10888263053737246
Busan,사하구갑,더불어민주당,0.6733,0.4232,0.2462,60,0.5000940615789804,0.5753885210470342,0.4485096182186155,0.4913526055057378,0.4169611307420495,0.5279115005992966,0.008741456073242615,0.1584273903049847,-0.07940188238068108
Busan,사하구을,미래통합당,0.6466,0.4173,0.2262,61,0.38781505491988566,0.46339173967459324,0.34230388046047117,0.5879564624224499,0.5151609967004209,0.6202790272165891,-0.20014140750256426,-0.051769257025827686,-0.27797514675611795
Busan,서구동구,미래통합당,0.6523,0.3715,0.2771,50,0.4220808284698758,0.4860163640485563,0.3670164371929399,0.5604019483083944,0.4997217699552771,0.5963789652453448,-0.13832111983851858,-0.013705405906720813,-0.22936252805240492
Busan,수영구,미래통합당,0.6677,0.4094,0.2549,64,0.41005028035398916,0.49030596788851866,0.3546265779491325,0.5593472239647169,0.4817732000403918,0.6011286611529134,-0.14929694361072776,0.008532767848126843,-0.24650208320378092
Busan,연제구,미래통합당,0.7038,0.4419,0.2591,63,0.47744417205962336,0.5559003552625947,0.4262128082489596,0.509526024136273,0.43243590292342593,0.5495496614696564,-0.03208185207664965,0.1234644523391688,-0.12333685322069687
Busan,중구영도구,미래통합당,0.6482,0.3678,0.2763,49,0.44918330308529947,0.5131046839006911,0.39300829363648443,0.5186189403712855,0.45863834143844384,0.5565276802489989,-0.06943563728598606,0.05446634246224724,-0.16351938661251447
Busan,해운대구갑,미래통합당,0.7,0.4349,0.2617,58,0.37381284127283,0.46229547787236613,0.3172327528143943,0.5947731124082094,0.510394654752561,0.6410685076493794,-0.22096027113537942,-0.04809917688019483,-0.3238357548349851
Busan,해운대구을,미래통합당,0.6675,0.4178,0.2468,59,0.45906125852175195,0.5348880349807871,0.4084858053930219,0.52871646476041,0.4545647277063734,0.566066066066066,-0.06965520623865806,0.08032330727441367,-0.15758026067304415
Seoul,강남구갑,미래통합당,0.6237,0.3997,0.221,41,0.3963535665527358,0.4910380575637703,0.3393521215108204,0.5840877622750027,0.4922111580957577,0.6274624012425886,-0.1877341957222669,-0.0011731005319874366,-0.28811027973176817
Seoul,강남구병,미래통합당,0.7213,0.4659,0.2517,42,0.3357948888151344,0.4339911759266598,0.27930897874869126,0.6538057307224251,0.5560487173390399,0.7014063782223605,-0.3180108419072907,-0.12205754141238012,-0.42209739947366925
Seoul,강남구을,미래통합당,0.7302,0.4341,0.2929,43,0.46413913248885347,0.5415266913513646,0.40769862114248195,0.5094634895325834,0.4362816017262941,0.5545797767564018,-0.04532435704372989,0.10524508962507045,-0.14688115561391984
Seoul,강동구갑,더불어민주당,0.7133,0.4352,0.275,47,0.5150256676472285,0.5951768435378666,0.4582528305806586,0.47708497561413293,0.3976365537501452,0.5217617118520826,0.037940692033095524,0.19754028978772137,-0.06350888127142407
Seoul,강동구을,더불어민주당,0.6621,0.3954,0.2641,48,0.545426893900989,0.6206156544212664,0.4891491928709968,0.42046030619486974,0.34970924866162084,0.4629270453122375,0.12496658770611924,0.2709064057596456,0.02622214755875929
Seoul,강북구갑,더불어민주당,0.6179,0.3571,0.2579,12,0.5775469716419652,0.6459459459459459,0.5171647418343454,0.39491189170264906,0.32894956812482584,0.43461523197206015,0.18263507993931616,0.31699637782112006,0.08254950986228521
Seoul,강북구을,더불어민주당,0.6519,0.4057,0.2439,13,0.6445205634312329,0.718892341105849,0.5914346664754495,0.34714779895543646,0.2744110283249374,0.3853324489539824,0.2973727644757964,0.4444813127809116,0.20610221752146712
Seoul,강서구갑,더불어민주당,0.6591,0.4017,0.255,29,0.5589824979059207,0.6355505996404432,0.5047279291670248,0.3837146761892166,0.3143162733541178,0.42366543453967165,0.17526782171670408,0.3212343262863254,0.08106249462735315
Seoul,강서구병,더불어민주당,0.6753,0.3858,0.2854,27,0.5992309335612048,0.6795999385870638,0.5342437143545666,0.36553876447804723,0.2898690588467528,0.41408948509920473,0.2336921690831576,0.389730879740311,0.1201542292553619
Seoul,강서구을,더불어민주당,0.6833,0.4133,0.2671,28,0.5615163737716513,0.6345017300294428,0.5067225735496288,0.42339398940694023,0.3533128451999742,0.46242782513060215,0.13812238436471108,0.2811888848294686,0.04429474841902664
Seoul,관악구갑,더불어민주당,0.6657,0.3905,0.2727,37,0.5592895570786351,0.6222128404790943,0.45652357079664657,0.0,0.0,0.0,0.5592895570786351,0.6222128404790943,0.45652357079664657
Seoul,관악구을,더불어민주당,0.6497,0.3723,0.2751,38,0.5390114667479173,0.6141211940612455,0.4765427043075427,0.417128036681703,0.3473505232344125,0.462478564664329,0.12188343006621433,0.26677067082683303,0.01406413964321368
Seoul,광진구갑,더불어민주당,0.6803,0.411,0.2667,5,0.5368027765660857,0.6180350843280337,0.4787642387605091,0.40607279003167257,0.33047407335814044,0.45068299429672565,0.1307299865344131,0.2875610109698932,0.02808124446378346
Seoul,광진구을,더불어민주당,0.7119,0.4177,0.2916,4,0.5037261424668735,0.582880065270601,0.4438026776325083,0.4782099648757643,0.404224458344665,0.5253401974479306,0.025516177591109246,0.17865560692593596,-0.08153751981542229
Seoul,구로구갑,더불어민주당,0.6905,0.434,0.2536,31,0.5392850288248967,0.6244803248573915,0.48419355199946246,0.3934331838182503,0.31375809726384996,0.4354360071221402,0.14585184500664639,0.3107222275935415,0.048757544877322256
Seoul,구로구을,더불어민주당,0.6778,0.3971,0.2781,30,0.570467749977106,0.647047170979324,0.5099083009925474,0.3766623592018641,0.309471338368206,0.41920527526874335,0.19380539077524195,0.33757583261111795,0.09070302572380401
Seoul,금천구,더불어민주당,0.6363,0.3831,0.251,32,0.4963008394986008,0.5624405674474567,0.4463322986440124,0.3547974086709855,0.29435851656348855,0.3892400688675807,0.1415034308276153,0.2680820508839682,0.05709222977643169
Seoul,노원구갑,더불어민주당,0.6913,0.4346,0.254,16,0.5678368671069401,0.6425629290617849,0.5169603816085862,0.387419555302767,0.3185640732265446,0.4228170133828011,0.18041731180417314,0.3239988558352403,0.09414336822578506
Seoul,노원구병,더불어민주당,0.6961,0.4138,0.2792,18,0.5315092083233676,0.5970593842341054,0.4824526404826122,0.44365462807940687,0.37877704699266035,0.48349000143634596,0.0878545802439607,0.21828233724144508,-0.0010373609537337458
Seoul,노원구을,더불어민주당,0.7072,0.451,0.2528,17,0.6267853084628429,0.6967795492833948,0.5798041632243996,0.3652955264584025,0.2965060917547672,0.39910884786760026,0.26148978200444034,0.4002734575286276,0.1806953153567994
Seoul,도봉구갑,더불어민주당,0.664,0.3964,0.2653,14,0.5402929035423623,0.6111244433778631,0.48709557587872143,0.40497701357852184,0.33813294936405086,0.4455431533141108,0.13531588996384042,0.27299149401381223,0.041552422564610614
Seoul,도봉구을,더불어민주당,0.6655,0.4082,0.2542,15,0.5301022184894606,0.6034598005400925,0.47726636014567986,0.4563369318065428,0.3845084356033261,0.4939437385672616,0.07376528668291782,0.21895136493676642,-0.016677378421581734
Seoul,동대문구갑,더불어민주당,0.6647,0.3849,0.277,6,0.5272680781425795,0.6031878371750858,0.46553889082664807,0.4180628004500358,0.3447278077488965,0.465364492500872,0.10920527769254368,0.25846002942618934,0.00017439832577609282
Seoul,동대문구을,더불어민주당,0.6655,0.4286,0.2345,7,0.5454707067514716,0.6225171160510523,0.4897516312668143,0.4381148026705645,0.36229679091651873,0.4662970614902124,0.10735590408090706,0.2602203251345336,0.02345456977660193
Seoul,동작구갑,더불어민주당,0.6941,0.4056,0.2855,35,0.5529334025581725,0.6298791777213644,0.49191606009394667,0.4289265430059313,0.3535912656754023,0.47625384236649854,0.12400685955224117,0.2762879120459621,0.015662217727448136
Seoul,동작구을,더불어민주당,0.7344,0.4245,0.3069,36,0.5216095000254829,0.6025987209420364,0.4574198988195616,0.450418769005997,0.3726322200791798,0.5012938303192417,0.07119073101948592,0.22996650086285658,-0.04387393149968011
Seoul,마포구갑,더불어민주당,0.7055,0.4099,0.2924,23,0.5599974717947097,0.6379498641200823,0.49752697035948534,0.42953154462809046,0.3525512406979402,0.4790688505788323,0.13046592716661926,0.28539862342214206,0.018458119780653037
Seoul,마포구을,더불어민주당,0.6884,0.4092,0.2763,24,0.5375550455870496,0.6205181586860976,0.47449590929588353,0.3678208149848043,0.28843781324697354,0.41588610449011143,0.1697342306022453,0.33208034543912407,0.0586098048057721
Seoul,서대문구갑,더불어민주당,0.6905,0.4043,0.2828,21,0.5324898729260308,0.6042467905313905,0.4760761961901905,0.4164252816158926,0.34757055414116245,0.46027073646317684,0.11606459131013819,0.2566762363902281,0.015805459727013638
Seoul,서대문구을,더불어민주당,0.6827,0.3976,0.2824,22,0.6133139858889836,0.6786040377396774,0.5571428571428572,0.3769912621052964,0.3138125190220148,0.4157623198719089,0.23632272378368718,0.3647915187176626,0.14138053727094824
Seoul,서초구갑,미래통합당,0.7217,0.437,0.2812,40,0.36903351024544406,0.4653155633880383,0.30326670602457056,0.6260284089933186,0.5299922898997687,0.6823536026538473,-0.2569948987478745,-0.06467672651173034,-0.3790868966292767
Seoul,서초구을,미래통합당,0.714,0.429,0.2814,39,0.4501135339700847,0.5414566440207466,0.38568219900887735,0.5366372319336817,0.44676382496895317,0.5900150926355069,-0.08652369796359705,0.09469281905179339,-0.20433289362662954
Seoul,성북구갑,더불어민주당,0.6831,0.3869,0.2931,11,0.6090467904524863,0.6780476979019069,0.547174632376426,0.36509474828014066,0.2988374276593202,0.40941320761948563,0.24395204217234567,0.3792102702425867,0.13776142475694042
Seoul,성북구을,더불어민주당,0.6673,0.4037,0.2613,10,0.5935958110965663,0.663893581984217,0.5403179388789914,0.38216191722887927,0.31439936696678716,0.42118678909140744,0.21143389386768707,0.34949421501742983,0.11913114978758393
Seoul,송파구갑,미래통합당,0.7208,0.4184,0.2998,44,0.4802935986022459,0.5583287659682111,0.4197908238185142,0.5120240217038201,0.4352628694295712,0.5613743294674698,-0.0317304231015742,0.12306589653863992,-0.1415835056489556
Seoul,송파구병,더불어민주당,0.7026,0.429,0.2708,45,0.5248960720567073,0.604334546960468,0.4694245965257434,0.43216036881095776,0.356771866857626,0.4754672518349566,0.09273570324574953,0.24756268010284194,-0.006042655309213163
Seoul,송파구을,미래통합당,0.7198,0.4479,0.2689,46,0.46043170504589404,0.5420303427608166,0.4077923527770025,0.5046034068711536,0.42691515265030905,0.5470946134524142,-0.044171701825259535,0.11511519011050758,-0.13930226067541168
Seoul,양천구갑,더불어민주당,0.736,0.4439,0.2892,25,0.5185067303229229,0.602962239034829,0.45822710335359873,0.4496651415688615,0.36972382765767436,0.49758122507681246,0.06884158875406143,0.23323841137715468,-0.03935412172321373
Seoul,양천구을,더불어민주당,0.6665,0.3906,0.2734,26,0.5753994931995656,0.6458075478822715,0.5184002786162062,0.41282687766113324,0.3441859489395624,0.4546813327141862,0.16257261553843239,0.30162159894270907,0.06371894590201999
Seoul,영등포구갑,더불어민주당,0.692,0.4088,0.2805,34,0.5626184337237116,0.6439775534828491,0.5007937127540532,0.38280885961914823,0.30752877635837816,0.4306867567075234,0.17980957410456333,0.33644877712447097,0.07010695604652978
Seoul,영등포구을,더불어민주당,0.6802,0.3941,0.2832,33,0.5026319442220015,0.5874288935581408,0.4355226271525831,0.4435012866096501,0.36421872597755345,0.4948301598281574,0.05913065761235142,0.22321016758058732,-0.059307532675574315
Seoul,용산구,미래통합당,0.6645,0.3747,0.2866,2,0.4714126441339988,0.5544731231257258,0.40338573473595735,0.4780721773680627,0.3994695695886564,0.5325111960390319,-0.006659533234063875,0.1550035535370694,-0.1291254613030745
Seoul,은평구갑,더불어민주당,0.6561,0.3675,0.2857,19,0.6429230883776338,0.7066131922518987,0.5856150871932455,0.33943116670389395,0.27823193105213756,0.3831110760409269,0.30349192167373984,0.4283812611997611,0.20250401115231859
Seoul,은평구을,더불어민주당,0.6617,0.3912,0.2656,20,0.5741304031436472,0.6490437677540756,0.5164162763822152,0.3623635569786057,0.29421556387848524,0.4047685663889058,0.21176684616504143,0.35482820387559033,0.11164770999330942
Seoul,종로구,더불어민주당,0.708,0.3571,0.3467,0,0.5838278142878411,0.6626845608481668,0.4987406065904786,0.39977455922074057,0.3240465711250352,0.46807801994213033,0.18405325506710057,0.33863798972313164,0.030662586648348256
Seoul,중구성동구갑,더불어민주당,0.6828,0.3913,0.2887,3,0.5425026012563104,0.6122051543389633,0.48497825537630834,0.40931827816100813,0.34220297029702973,0.45355162186963865,0.13318432309530231,0.27000218404193355,0.03142663350666969
Seoul,중구성동구을,더불어민주당,0.6785,0.3921,0.2829,1,0.5196013235151004,0.598492501359857,0.45737402334263155,0.47279981834106466,0.39463050742093403,0.5228638439013559,0.046801505174035696,0.20386199393892296,-0.06548982055872432
Seoul,중랑구갑,더불어민주당,0.6104,0.3529,0.2555,8,0.5776114716349173,0.6368606305699094,0.5273007013024188,0.3628846556416161,0.30981801842282636,0.39696937169028196,0.21472681599330123,0.327042612147083,0.13033132961213684
Seoul,중랑구을,더불어민주당,0.6568,0.4002,0.2537,9,0.5928725097371178,0.6611789038262668,0.5432496299566335,0.3807113094524021,0.3144984488107549,0.4183956997065621,0.2121612002847157,0.34668045501551187,0.12485393025007141
Sejong,세종갑,더불어민주당,0.7045,0.3549,0.3472,114,0.5645680494868665,0.6219889073084873,0.5033326720888712,0.3279211277838885,0.2816765927836106,0.3693314818488395,0.23664692170297796,0.3403123145248767,0.1340011902400317
Sejong,세종을,더불어민주당,0.6623,0.3637,0.2961,113,0.5796476903303848,0.6436513074563008,0.520865918621784,0.3968523978730375,0.33639203985701016,0.44062110393290266,0.18279529245734727,0.3072592675992907,0.08024481468888134
Ulsan,남구갑,미래통합당,0.7071,0.4341,0.2707,108,0.4327942697508966,0.5114064118434681,0.37915791112148806,0.5340886023334719,0.4569638481166157,0.5763250058370302,-0.10129433258257531,0.05444256372685241,-0.1971670947155421
Ulsan,남구을,미래통합당,0.6691,0.433,0.2341,107,0.40114013911131297,0.47403662202787644,0.3565109760093196,0.5848053158687286,0.5129475266466248,0.6148749499435727,-0.18366517675741567,-0.038910904618748354,-0.25836397393425314
Ulsan,동구,미래통합당,0.6847,0.4093,0.2731,109,0.24532408352037,0.2845955225151094,0.21581857370443258,0.3836518624317033,0.3442101977697699,0.40532283759722615,-0.1383277789113333,-0.05961467525466052,-0.18950426389279357
Ulsan,북구,더불어민주당,0.6816,0.434,0.2458,111,0.46346321530544204,0.5322179301846103,0.4196981963449109,0.40893159397493545,0.3329857572813233,0.4467463867174539,0.0545316213305066,0.19923217290328699,-0.027048190372543024
Ulsan,울주군,미래통합당,0.6839,0.4122,0.2689,112,0.43400068405437436,0.5063554612508842,0.3815569923871102,0.5274934179651769,0.4564009295746186,0.5674992178537908,-0.09349273391080254,0.04995453167626557,-0.18594222546668054
Ulsan,중구,미래통합당,0.6898,0.4246,0.2629,110,0.3432529942102843,0.4227766879189145,0.2902366752934999,0.5404695669791398,0.45906898806604546,0.583949089181451,-0.1972165727688555,-0.036292300147130974,-0.29371241388795116
Incheon,계양구갑,더불어민주당,0.6293,0.3871,0.2401,88,0.6048722761772627,0.6693620204466926,0.5581873455372569,0.3657607660708942,0.3045631033377266,0.39962382170898675,0.2391115101063685,0.36479891710896595,0.15856352382827016
Incheon,계양구을,더불어민주당,0.6266,0.379,0.2457,89,0.5867347516445692,0.6564887697142693,0.5343493074587068,0.38747296792382335,0.3207335005622351,0.4264498926005481,0.19926178372074588,0.3357552691520342,0.10789941485815868
Incheon,남동구갑,더불어민주당,0.6175,0.3831,0.2321,84,0.5438694826838856,0.6149111486151096,0.4943549923780488,0.44441953275637863,0.3757569740891492,0.48061166158536583,0.09944994992750694,0.23915417452596044,0.013743330792682973
Incheon,남동구을,더불어민주당,0.6386,0.3891,0.2465,85,0.5457511133890662,0.6056870509397789,0.5018161780416766,0.37584413245693626,0.3228933364390532,0.40557561035952455,0.16990698093212997,0.2827937145007257,0.096240567682152
Incheon,동구미추홀구갑,더불어민주당,0.6523,0.3557,0.2944,80,0.4752660018940449,0.522017614091273,0.42975998386446146,0.4391677343880564,0.3994580279608302,0.46581282775312627,0.03609826750598849,0.12255958613044282,-0.03605284388866481
Incheon,동구미추홀구을,무소속,0.6193,0.3697,0.2474,81,0.4044600447052249,0.4581476627348187,0.36332774760198777,0.15579596255937414,0.13691568370467452,0.16608401710389462,0.24866408214585076,0.3212319790301442,0.19724373049809316
Incheon,부평구갑,더불어민주당,0.5963,0.3668,0.2273,86,0.5668662090364884,0.626880276285495,0.5218039114469069,0.4182193404856344,0.35988104374520336,0.44838509098161594,0.14864686855085402,0.2669992325402917,0.07341882046529091
Incheon,부평구을,더불어민주당,0.6531,0.3976,0.2531,87,0.5612963690782115,0.6238022902547324,0.5148997275338129,0.36119509024397617,0.3067889693853704,0.39135717617025456,0.20010127883423529,0.317013320869362,0.1235425513635583
Incheon,서구갑,더불어민주당,0.6385,0.3921,0.2442,91,0.5323517474002435,0.5916773367477592,0.49106739542867467,0.4250094472980728,0.3703310773733309,0.4550885355497335,0.10734230010217072,0.22134625937442837,0.03597885987894117
Incheon,서구을,더불어민주당,0.6215,0.3839,0.2345,90,0.6164381543176678,0.6727893146144097,0.5744961231189185,0.37399158642334585,0.31896265964707027,0.4016542928074737,0.24244656789432195,0.35382665496733945,0.1728418303114448
Incheon,연수구갑,더불어민주당,0.6476,0.3803,0.2643,83,0.5687932263591681,0.6297497399498256,0.5196144456604092,0.4208011806345911,0.362020436884293,0.45603586160451215,0.14799204572457697,0.26772930306553266,0.063578584055897
Incheon,연수구을,더불어민주당,0.7204,0.4592,0.2583,82,0.4178516320474778,0.4852217292453038,0.37720834978286616,0.39495944609297723,0.34865240712535595,0.41863649822345045,0.022892185954500543,0.13656932211994788,-0.04142814844058429
Incheon,중구강화옹진,미래통합당,0.6437,0.3542,0.2844,79,0.4764568126765437,0.5244646924829157,0.43155010814708,0.5028448185673703,0.4574760820045558,0.5338139870223504,-0.02638800589082657,0.06698861047835991,-0.10226387887527039
Jeonnam,고흥보성장흥강진,더불어민주당,0.7338,0.2919,0.4378,218,0.6281733665955959,0.6351917685482239,0.6023018715954133,0.0,0.0,0.0,0.6281733665955959,0.6351917685482239,0.6023018715954133
Jeonnam,나주화순,더불어민주당,0.6528,0.2948,0.3542,216,0.7880519209716937,0.8068484488474141,0.7407573381133766,0.0,0.0,0.0,0.7880519209716937,0.8068484488474141,0.7407573381133766
Jeonnam,담양함평영광장성,더불어민주당,0.6853,0.2773,0.4048,217,0.819581070302708,0.8288178328809803,0.7852536248456295,0.0,0.0,0.0,0.819581070302708,0.8288178328809803,0.7852536248456295
Jeonnam,목포시,더불어민주당,0.6787,0.2899,0.3849,211,0.4876678531299845,0.5164480518581105,0.44491741250090955,0.020067730554966252,0.016385722398437608,0.024248708433384267,0.46760012257501826,0.5000623294596729,0.42066870406752527
Jeonnam,순천광양곡성구례갑,더불어민주당,0.7035,0.3507,0.3499,214,0.5856366784072593,0.6056897766980099,0.5592132505175983,0.03028177422243448,0.025539509005563805,0.0341910677314404,0.5553549041848248,0.5801502676924462,0.5250221827861579
Jeonnam,순천광양곡성구례을,더불어민주당,0.6715,0.3363,0.3322,215,0.6475161805497184,0.6721657069285077,0.6145645127922212,0.04337227872572918,0.037054853634035566,0.04856216812633612,0.6041439018239892,0.6351108532944721,0.5660023446658852
Jeonnam,여수시갑,더불어민주당,0.6447,0.3381,0.3035,212,0.6444441486175269,0.6771218232589625,0.6004480955937267,0.03788655333537454,0.030491072687783827,0.04339058999253174,0.6065575952821524,0.6466307505711787,0.5570575056011949
Jeonnam,여수시을,더불어민주당,0.6508,0.356,0.2919,213,0.715813875182926,0.7456117596195417,0.6801668492065341,0.03714208011189246,0.030869001297016863,0.04133945424463449,0.6786717950710336,0.7147427583225249,0.6388273949618997
Jeonnam,영암무안신안,더불어민주당,0.6574,0.3023,0.3474,220,0.7696613576619762,0.7903718549940651,0.730740578439965,0.03617339312406577,0.031717615924967406,0.03875985977212971,0.7334879645379104,0.7586542390690978,0.6919807186678353
Jeonnam,해남완도진도,더불어민주당,0.6804,0.3276,0.3427,219,0.6750653968541566,0.6946927436879718,0.6363009764503159,0.0,0.0,0.0,0.6750653968541566,0.6946927436879718,0.6363009764503159
Jeonbuk,군산시,더불어민주당,0.6723,0.329,0.3398,204,0.5924905982450057,0.595389056588851,0.5831110392584808,0.03546662043581469,0.027734205080210378,0.04255921105811979,0.557023977809191,0.5676548515086406,0.5405518282003611
Jeonbuk,김제부안,더불어민주당,0.6553,0.2944,0.3549,209,0.6667992200728616,0.6848577835477399,0.6302473972909437,0.0,0.0,0.0,0.6667992200728616,0.6848577835477399,0.6302473972909437
Jeonbuk,남원임실순창,무소속,0.7366,0.2716,0.4596,208,0.4642844844408223,0.4753273465190164,0.4343878954607978,0.0,0.0,0.0,0.4642844844408223,0.4753273465190164,0.4343878954607978
